Index,Username,Comment,Label
161,@JibonVai2.0,ভাইএর সব ভিডিও দেখে বিসনেস ও করতেছি ইনশাআল্লাহ। ভাই একটা অন্য রকম জিনিস। ভালো বাসা রইলো এই প্রোডকাস্ট থেকেও অনেক কিছু শিখলাম। আমি হাটতে পারি নাহ হুইলচেয়ারে চলাচল। তবে অনলাইন এ বিসনেস অনেক ভালো লাগে। মানে এটা ভালো বাসার জিনিস এর মত।,1
162,@alifhaider7866,আমি আপনাদের প্রতিটা podcast একদম আপলোড দেওয়ার সাথে সাথে এক বসায় শুরু থেকে শেষ পর্যন্ত খুবই মনোযোগ সহকারে দেখি। এবং আমি ব্যাপকভাবে লাভবান। দয়া করে সোলায়মান সুখন ভাইকে আপনাদের podcast-এ আনুন। অনেক খুশি হবো।,2
163,@BMOMOR-420,উনি আসলেই একজন ভালো মেন্টর ওনার কাছ থেকে অনেক কিছু শিখার আছে। তবে আমরা যারা জিরো আমাদের একটু সহযোগিতা করলে আমরা খুবই উপক্রিত হই। প্লিজ,1
164,@MorshedaRenu-qh4bn,অনেক সুন্দর করে বোঝান আপনি। এটা সবাই পারেনা।,2
165,@TheRealRifat,ফারদি ভাই সত্যিই একটা ভালো মনের মানুষ তার পেইড কোর্সের কোথাও বাদ দিলাম তার ফ্রি কোর্স যে পরিমাণ ভ্যালু দিছে যা বলে বোঝানো সম্ভব না। এই পডকাস্ট টা আমার কাছে খুবই খুবই ভালো লাগছে। আমি শিওর  এই চ্যানেলের বেস্ট পডকাস্ট হবে,1
166,@alifarmanturzo1584,requested to do a podcast with Fahmid Bhai,2
167,@ArifulIslam-xm7ki,"Now, that's called a setup and branding !",2
168,@kawsarahmed6314,".আসলে ফারদি ভাই অসাধারন একজন,উনার কাছ থেকে অনেক কিছু শেখার আছে.",2
169,@farid55555,স্টোরি টেলিং শেখার জন্য বই টার নাম কি ভাই? যেটা এই ভিডিও তে উল্লেখ করেছিলেন।,2
170,@nasifshahriar4375,"অসাধারণ পডকাস্ট, মন্ত্রমুগ্ধের মত দেখেছি। ",1
171,@ahsansagor1979,2 cent podcast দেখি আজ কাল‌ প্রতারণা প্রমোট করছে।‌আশা করি‌এর পর কাউকে invite করার সময় income এর থেকে সে মানুষ হিসেবে কেমন সেটা জানবেন। আর আপনারা নিজেরাও মানুষ চেনার skill টা বাড়ান।,2
172,@aroozfoodrecipe,"ফারদি ভাই  আমার কাছে  বেস্ট মেন্টর , ভাইয়ের ফ্রী ক্লাস থেকেও এ্যাডভান্স টপিক শেখা যায় আলহামদুলিল্লাহ।",2
173,@parashsaif2745,মাশাল্লাহ.. ,2
174,@khanfood3599,"Bongo Academy এর জুবায়ের হোসেন ভাই,, দক্ষিণ এশিয়া সেরা   উদ্যোক্তা,, বাংলাদেশ সরকারের   শত শত কোটি টাকা  বাচিয়েছে app এর মাধ্যমে,,, আরো অনেক  কিছু করেছে দেশের জন্য ,,,, তাকে আপনাদের প্রোগ্রামে দেখতে চাই,, আমি তার স্টুডেন্ট",1
175,@user-pn6vr4hf8o,১ঘন্টা ১৮ মিনিট কিভাবে শেষ হলো বুঝতেই পারিনি আলহামদুলিল্লাহ,2
176,@user-gt9ux5mn4z,"সবাই একটু সাবধান। শুধু এতোটুকুই বললাম। 
পেইড কোর্সে  যাওয়ার আগে রিচার্জ করে যাবেন।কী কী শেখাবে আর কী পরিমাণ সাপোর্ট দিবে জেনে যাবেন।",2
177,@asifhaidarrifat2926,"অডিয়েন্স এর সাইকোলজি বুঝে পিডিএফ বানিয়ে নিজের অথরিটি তৈরি করার যে স্টেপ ছিলো, দ্যাট ওয়াজ আমেজিং।",2
178,@guessemojis,Really valuable ,2
179,@krishi_onusilon,দোয়া করবেন আমাদেরও আল্লাহ অনেক ভালো রাখছে,1
180,@khaledhasan631,"I have spent an productive hour with this video. I watched this video without skipping any sequence. The story telling was great from Shahrose vai. Currently,, I am studying in CSE but I like this type podcast by which I can spent my leisure time very productively and this video is one of them. Thanks a lot. Doing great guys.",1
181,@towsefahmed9010,"One of the best postcard in 2cent podcast. 
Love from dhaka ️ thanks for sharing your thoughs and we know you are the greatest mentor in the field.
Difference between you and other marketer?
They teach how it will works and you know whats going on in the audience and what they want️",1
182,@ksiripon1,"Thank you, Nafeez bhai, to invite him this extra ordinary session ",1
183,@imran.2003,"নাফিস ভাই ! দক্ষিণ এশিয়ার সেরা উদ্যোক্তা পুরস্কার প্রাপ্ত, বাংলাদেশের জনপ্রিয় অ্যাপস ডেভেলপার,
মো: জোবায়ের হোসেন ভাই কে আপনাদের পোগ্রামে দেখতে চাই,  প্লিজ প্লিজ প্লিজ ",1
184,@edukashion-jn3fz,"things I learnt in a new fashion:
-> you can start with zero capital (creating content, funneling people who want to read it to an ebook)
-> storytelling, capturing ATTENTION and giving them a call to action 
-> it is not only me, it's me & you vs the problem in a partnership",0
185,@ElhamBinAhmed,"Well, marketing is a cool thing we agree.  But is it morally fine to sell a stuff at 2000 which should be sold at 1000? Won't it be injustice if we think about the quality?",2
186,@b.m.sajolmahmud6752,In a word mind blowing. We should take an effective step to make life meaningful.,2
187,@hasanpranto7689,Bring Numeri Sattar Apar from ACS. He recently generated 12 Crores from a single course.,2
